instance_id,num_nodes,num_edges,density,avg_degree,cyclomatic_complexity,loop_count,conditional_count,buffer_overflow_calls,use_after_free_calls,buffer_underread_calls,race_condition_calls,info_disclosure_calls,input_validation_calls,privilege_calls,resource_leak_calls,null_deref_calls,malloc_calls,free_calls,memory_ops,total_dangerous_calls,reaching_def_edges,cfg_edges,cdg_edges,ast_edges,is_flat_cpg
CWE-416_CVE-2017-15265_1_vuln.cpg,1387,5867,0.0030519428500683007,8.45998558038933,7,1,5,10,4,2,13,8,2,1,4,4,5,3,8,38,954,342,211,1199,False
CWE-476_CVE-2017-15299_0_vuln.cpg,1761,9119,0.002942220329358319,10.356615559341284,21,0,20,9,4,2,11,8,0,1,4,4,5,3,8,35,1934,584,461,1566,False
CWE-125_CVE-2021-0941_0_vuln.cpg,1188,4213,0.0029876127180255233,7.092592592592593,7,0,6,9,4,2,11,8,0,1,4,4,5,3,8,35,651,192,53,1004,False
CWE-401_CVE-2019-19054_0_vuln.cpg,1268,4806,0.002991492360054676,7.580441640378549,4,0,3,10,5,2,12,8,1,1,4,4,5,4,9,39,767,237,103,1079,False
CWE-362_CVE-2020-12114_4_vuln.cpg,1045,3300,0.0030248033877797943,6.315789473684211,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,452,118,0,860,False
CWE-416_CVE-2023-25012_0_vuln.cpg,1239,4520,0.002946771655185992,7.296206618240516,6,1,4,9,4,2,12,8,0,1,5,4,5,3,8,36,675,219,79,1049,False
CWE-20_CVE-2015-2672_2_vuln.cpg,1044,3316,0.0030452974215992037,6.352490421455939,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,458,120,0,859,False
CWE-416_CVE-2020-27784_1_vuln.cpg,1095,3629,0.0030293923685023334,6.628310502283105,1,0,0,9,5,2,11,8,0,1,4,4,5,4,9,36,519,148,0,906,False
CWE-125_CVE-2017-7277_1_vuln.cpg,1109,3641,0.0029631209044476926,6.566275924256087,3,0,2,9,5,2,12,8,0,1,4,4,5,3,8,37,518,143,18,922,False
CWE-787_CVE-2019-20636_1_vuln.cpg,1347,5444,0.0030026551767121036,8.083147735708982,9,1,7,9,4,2,11,8,0,1,4,4,5,3,8,35,890,301,170,1157,False
CWE-416_CVE-2020-36694_11_vuln.cpg,1172,4073,0.00296776769658091,6.950511945392491,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,625,175,36,982,False
CWE-416_CVE-2022-1043_0_vuln.cpg,1113,3697,0.002987098192066293,6.643306379155436,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,562,145,6,927,False
CWE-362_CVE-2023-4732_1_vuln.cpg,1540,6650,0.0028058361391694723,8.636363636363637,16,1,14,9,4,2,12,8,0,1,4,4,6,3,9,36,1295,367,221,1349,False
CWE-200_CVE-2015-8950_1_vuln.cpg,1235,4418,0.002898969153340901,7.154655870445344,6,0,5,9,4,2,11,8,0,1,4,5,5,3,8,36,696,201,66,1048,False
CWE-416_CVE-2017-10661_0_vuln.cpg,1322,5131,0.0029381079066081372,7.762481089258699,6,0,5,9,4,2,11,8,0,1,4,4,5,3,8,35,866,263,110,1137,False
CWE-362_CVE-2020-25285_0_vuln.cpg,1157,4016,0.0030026347821145846,6.94209161624892,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,592,176,52,968,False
CWE-416_CVE-2023-3159_0_vuln.cpg,1223,4560,0.0030511754385730136,7.457072771872445,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,696,241,63,1035,False
CWE-476_CVE-2022-3112_1_vuln.cpg,1103,3754,0.0030884257255825967,6.806890299184044,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,571,157,0,916,False
CWE-264_CVE-2016-3841_8_vuln.cpg,1867,9475,0.002719714153019299,10.149973219068023,21,0,20,9,4,2,11,8,0,1,8,4,5,3,8,39,1671,647,542,1666,False
CWE-200_CVE-2017-14156_0_vuln.cpg,1099,3581,0.0029675926616513438,6.516833484986352,3,0,2,10,4,3,11,8,0,1,4,4,5,3,8,36,502,141,18,910,False
CWE-787_CVE-2018-14610_0_vuln.cpg,1343,5231,0.0029023928234162234,7.790022338049144,8,1,6,9,5,2,13,8,2,1,4,4,5,4,9,38,900,268,111,1150,False
CWE-476_CVE-2023-2177_0_vuln.cpg,2077,14390,0.0033373130617655707,13.85652383245065,9,1,7,9,6,2,12,8,0,1,4,4,5,4,9,38,5093,902,269,1883,False
CWE-787_CVE-2020-0432_0_vuln.cpg,1191,4384,0.003093227215319377,7.361880772460117,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,656,211,78,1004,False
CWE-416_CVE-2023-1872_3_vuln.cpg,1206,4375,0.003010535152728749,7.255389718076286,6,0,5,9,4,2,11,8,0,1,4,4,5,3,8,35,693,205,58,1018,False
CWE-200_CVE-2018-18710_0_vuln.cpg,1145,3904,0.0029804256878492685,6.819213973799126,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,567,167,46,960,False
CWE-119_CVE-2017-8068_0_vuln.cpg,1120,3811,0.003040820885995149,6.805357142857143,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,654,143,9,935,False
CWE-401_CVE-2019-19082_1_vuln.cpg,1099,3595,0.0029791945318728237,6.542311191992721,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,504,141,20,910,False
CWE-476_CVE-2020-11668_0_vuln.cpg,1110,3662,0.002974841387826059,6.598198198198198,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,516,148,16,923,False
CWE-476_CVE-2017-16646_8_vuln.cpg,1319,5259,0.0030251224947395426,7.974222896133434,3,0,2,9,4,2,12,8,0,1,4,4,5,3,8,36,872,281,137,1130,False
CWE-787_CVE-2020-9391_0_vuln.cpg,1419,5985,0.0029744421616367035,8.43551797040169,12,0,11,9,4,2,11,8,3,1,4,4,5,3,8,38,1060,328,239,1232,False
CWE-362_CVE-2023-6546_0_vuln.cpg,1433,6527,0.0031807124172049885,9.109560362875087,8,3,4,9,4,2,11,8,0,1,4,4,5,3,8,35,1261,404,126,1244,False
CWE-416_CVE-2020-29660_0_vuln.cpg,1315,5266,0.0030476124335179493,8.00912547528517,9,0,8,9,5,2,13,8,2,1,4,4,5,3,8,38,740,298,208,1127,False
CWE-119_CVE-2013-1772_4_vuln.cpg,1219,4419,0.0029762746659015506,7.2502050861361775,3,0,2,9,4,2,15,8,2,1,4,4,5,3,8,39,692,200,75,1030,False
CWE-476_CVE-2018-8043_0_vuln.cpg,1359,5701,0.003089098910768877,8.38999264164827,6,0,5,10,5,2,11,8,0,1,5,6,6,4,10,39,981,323,170,1168,False
CWE-476_CVE-2022-23222_0_vuln.cpg,1378,5718,0.0030134292065479634,8.298984034833092,11,2,8,9,4,2,11,8,0,1,4,4,5,3,8,35,946,315,223,1187,False
CWE-362_CVE-2020-0066_0_vuln.cpg,1442,6140,0.0029548751108078165,8.515950069348127,12,0,11,9,5,2,12,8,1,1,4,5,5,3,8,38,1094,347,209,1253,False
CWE-119_CVE-2017-8062_1_vuln.cpg,1656,8191,0.002988674343593561,9.892512077294686,10,0,9,9,4,2,12,8,0,1,4,4,5,3,8,36,1481,581,216,1460,False
CWE-20_CVE-2013-2898_0_vuln.cpg,1179,4132,0.002975097597889495,7.009329940627651,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,637,184,32,990,False
CWE-200_CVE-2017-16911_0_vuln.cpg,1172,4344,0.003165230266129996,7.412969283276451,3,0,2,10,4,2,11,8,0,1,4,4,5,3,8,36,698,203,72,986,False
CWE-200_CVE-2022-33742_6_vuln.cpg,1212,4606,0.003138175089185219,7.600660066006601,8,0,7,9,4,2,12,8,1,1,4,4,5,3,8,37,763,236,54,1027,False
CWE-401_CVE-2022-4139_0_vuln.cpg,1567,6727,0.002741325926414939,8.58583280153159,9,0,8,9,4,2,11,8,1,1,4,4,5,3,8,36,1229,382,190,1370,False
CWE-125_CVE-2022-48502_5_vuln.cpg,3386,23766,0.002073530681989703,14.037802717070289,49,0,48,9,6,2,11,8,1,1,4,4,5,5,10,38,5674,1756,1755,3170,False
CWE-416_CVE-2023-39198_1_vuln.cpg,1240,4703,0.0030611315056366995,7.585483870967742,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,769,236,80,1049,False
CWE-264_CVE-2014-0181_7_vuln.cpg,1465,6148,0.0028665211958447566,8.393174061433447,17,0,16,9,4,2,11,8,0,1,4,5,5,3,8,36,1067,351,181,1272,False
CWE-787_CVE-2021-39685_2_vuln.cpg,3016,20894,0.002297750856680347,13.855437665782494,72,4,67,9,4,2,11,8,0,1,4,4,5,3,8,35,4606,1688,1524,2818,False
CWE-362_CVE-2022-23042_2_vuln.cpg,1681,7987,0.0028281776720206226,9.502676977989292,14,2,11,9,4,2,12,8,0,1,4,4,5,3,8,36,1494,495,376,1486,False
CWE-416_CVE-2021-3347_2_vuln.cpg,1163,4100,0.0030338773100015834,7.05073086844368,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,615,184,61,976,False
CWE-362_CVE-2022-20154_2_vuln.cpg,1165,4077,0.003006504136985089,6.9991416309012875,3,0,2,9,8,2,11,8,0,1,4,4,5,6,11,39,568,189,63,979,False
CWE-416_CVE-2020-36694_15_vuln.cpg,1303,5339,0.0031470563617222694,8.194934765924788,5,1,3,9,4,2,11,8,0,1,4,4,5,3,8,35,831,295,206,1114,False
CWE-362_CVE-2013-0871_1_vuln.cpg,1197,4434,0.0030972079026998934,7.408521303258145,7,2,4,9,4,2,11,8,0,1,4,4,5,3,8,35,745,216,42,1013,False
CWE-787_CVE-2017-13216_0_vuln.cpg,1248,4758,0.003057337610264635,7.625,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,750,252,112,1061,False
CWE-416_CVE-2022-3176_2_vuln.cpg,1079,3524,0.0030296725649565583,6.5319740500463395,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,497,139,0,894,False
CWE-362_CVE-2021-4203_1_vuln.cpg,1077,3482,0.0030046977526034385,6.4661095636026,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,482,135,4,891,False
CWE-362_CVE-2020-12114_0_vuln.cpg,1227,4566,0.003035294774586486,7.442542787286063,8,0,7,9,4,2,11,8,2,1,4,4,5,3,8,37,657,232,119,1041,False
CWE-362_CVE-2016-8655_0_vuln.cpg,1786,9211,0.0028892632080827854,10.314669652855542,26,0,25,9,5,2,14,8,2,1,4,4,5,4,9,40,1974,605,456,1592,False
CWE-787_CVE-2022-1943_0_vuln.cpg,1630,8359,0.0031480791030667316,10.256441717791411,15,0,14,9,4,2,11,8,1,1,4,4,5,3,8,36,1752,544,277,1441,False
CWE-416_CVE-2023-2513_0_vuln.cpg,1189,4132,0.002925243463510915,6.950378469301935,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,616,181,48,999,False
CWE-416_CVE-2018-5873_0_vuln.cpg,1351,5563,0.0030501411848562108,8.23538119911177,6,0,5,9,5,2,13,8,3,1,4,4,5,3,8,39,911,312,187,1162,False
CWE-20_CVE-2021-20194_1_vuln.cpg,1191,4278,0.003018436593781089,7.183879093198993,6,0,5,9,7,2,11,8,0,1,4,4,5,6,11,38,643,200,75,1005,False
CWE-476_CVE-2018-10322_0_vuln.cpg,1565,6983,0.0028529289198663214,8.923961661341853,25,0,24,9,4,2,11,8,0,1,4,4,5,3,8,35,1212,457,297,1377,False
CWE-787_CVE-2022-0995_0_vuln.cpg,1491,6519,0.002934384832484842,8.74446680080483,13,2,10,9,5,2,11,8,0,1,4,4,5,4,9,36,1037,400,279,1299,False
CWE-125_CVE-2021-3444_0_vuln.cpg,2801,20998,0.002677360126485439,14.993216708318458,39,2,36,9,4,2,11,8,0,1,4,4,5,3,8,35,6099,1477,1350,2602,False
CWE-125_CVE-2019-15090_0_vuln.cpg,1148,4037,0.003065867936048896,7.033101045296167,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,646,175,25,960,False
CWE-362_CVE-2022-3567_1_vuln.cpg,1175,4124,0.0029895973032730435,7.019574468085106,6,0,5,9,4,2,11,8,0,1,6,4,5,3,8,37,602,188,62,987,False
CWE-476_CVE-2019-18885_4_vuln.cpg,1268,4781,0.002975931122226676,7.541009463722397,9,2,6,9,4,2,11,8,2,1,4,4,5,3,8,37,762,240,86,1079,False
CWE-264_CVE-2016-3841_15_vuln.cpg,1275,4777,0.0029408686551543693,7.493333333333333,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,837,223,70,1081,False
CWE-416_CVE-2019-2025_3_vuln.cpg,1802,9514,0.002931532056737501,10.559378468368479,22,5,16,9,5,2,11,8,0,1,4,4,5,4,9,36,1823,642,533,1612,False
CWE-119_CVE-2015-4002_0_vuln.cpg,1417,5892,0.0029364974941090633,8.316160903316867,7,0,6,9,4,2,13,8,0,1,4,4,5,3,8,37,953,345,186,1219,False
CWE-362_CVE-2015-1420_0_vuln.cpg,1194,4355,0.0030573375398928143,7.294807370184254,6,0,5,9,4,2,11,8,0,1,4,4,5,3,8,35,679,207,72,1007,False
CWE-416_CVE-2018-20836_0_vuln.cpg,1120,3755,0.0029961381335375974,6.705357142857143,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,558,154,5,931,False
CWE-401_CVE-2021-3736_0_vuln.cpg,1392,5978,0.0030873761537635208,8.589080459770114,6,0,5,9,4,2,11,8,0,1,4,4,5,3,8,35,1068,341,205,1204,False
CWE-264_CVE-2016-9120_0_vuln.cpg,1487,6540,0.002959701893756658,8.796234028244788,14,0,13,9,5,2,11,8,0,1,4,4,5,4,9,36,1027,422,261,1297,False
CWE-119_CVE-2022-3541_0_vuln.cpg,1179,4160,0.0029952579881946514,7.056827820186599,5,0,4,9,4,2,11,8,1,1,4,4,5,3,8,36,616,190,56,992,False
CWE-362_CVE-2013-7026_1_vuln.cpg,1538,6613,0.0027974885634200345,8.599479843953185,12,0,11,9,5,2,13,8,2,3,4,4,5,3,8,40,1123,396,284,1347,False
CWE-119_CVE-2013-2850_1_vuln.cpg,1140,3949,0.0030412950726244935,6.928070175438597,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,568,173,54,953,False
CWE-200_CVE-2013-3227_0_vuln.cpg,1208,4341,0.002977251902533236,7.187086092715232,5,0,4,9,5,2,11,8,2,1,4,4,5,4,9,38,699,196,63,1019,False
CWE-476_CVE-2019-10207_2_vuln.cpg,1447,7170,0.0034267492909926677,9.910158949550794,6,0,5,9,4,2,13,8,0,1,5,4,5,3,8,38,1664,409,337,1258,False
CWE-416_CVE-2022-45919_2_vuln.cpg,1118,3736,0.002991657631369484,6.683363148479428,2,1,0,9,4,2,11,9,1,1,4,4,5,3,8,37,551,153,10,931,False
CWE-416_CVE-2019-19768_8_vuln.cpg,1060,3375,0.003006574375968785,6.367924528301887,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,462,124,8,873,False
CWE-476_CVE-2015-8970_3_vuln.cpg,1016,3153,0.0030574841937861218,6.206692913385827,1,0,0,9,5,2,11,8,0,1,4,4,5,4,9,36,420,107,0,832,False
CWE-200_CVE-2012-4530_1_vuln.cpg,1355,5549,0.0030245221211444018,8.190405904059041,9,0,8,9,5,2,11,8,1,1,5,4,5,3,8,38,893,317,172,1169,False
CWE-264_CVE-2014-0181_3_vuln.cpg,1979,10335,0.00264020956136501,10.44466902475998,42,0,41,10,5,2,11,8,0,1,4,6,5,4,9,39,1967,722,507,1782,False
CWE-787_CVE-2020-14390_10_vuln.cpg,1777,8623,0.002732297576135505,9.705120990433315,19,0,18,9,4,2,11,8,0,1,4,4,5,3,8,35,1696,578,233,1584,False
CWE-416_CVE-2022-28893_1_vuln.cpg,1402,5769,0.0029370706271554556,8.229671897289586,5,0,4,9,4,2,11,9,1,1,4,4,5,3,8,37,954,329,153,1209,False
CWE-200_CVE-2020-2732_0_vuln.cpg,1133,3780,0.0029472397306628327,6.672550750220653,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,544,155,22,942,False
CWE-401_CVE-2021-29649_2_vuln.cpg,1079,3503,0.0030116183300348534,6.493049119555144,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,487,137,0,895,False
CWE-416_CVE-2021-20292_1_vuln.cpg,1057,3385,0.0030326323786588685,6.404919583727531,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,475,124,9,871,False
CWE-119_CVE-2016-1583_0_vuln.cpg,1249,4632,0.0029716080556753096,7.417133706965572,7,0,6,9,4,2,11,8,0,2,4,4,5,3,8,36,709,223,115,1060,False
CWE-119_CVE-2013-1860_0_vuln.cpg,1069,3438,0.003011320040781577,6.432179607109448,2,1,0,9,4,2,11,8,0,1,4,4,5,3,8,35,476,131,1,882,False
CWE-200_CVE-2022-33742_2_vuln.cpg,1671,8704,0.0031190760310617544,10.417713943746259,20,9,10,9,8,2,11,8,0,1,4,4,5,7,12,39,1668,598,424,1481,False
CWE-787_CVE-2022-20369_0_vuln.cpg,1218,4329,0.0029204496237618953,7.108374384236453,5,0,4,9,4,2,12,9,0,1,4,4,5,3,8,37,666,201,54,1029,False
CWE-416_CVE-2023-1652_0_vuln.cpg,1393,6052,0.0031211063527819723,8.68916008614501,6,1,4,9,4,2,12,8,0,1,4,4,5,3,8,36,1085,349,198,1202,False
CWE-401_CVE-2019-19070_0_vuln.cpg,1426,6055,0.0029797495140375485,8.492286115007012,9,0,8,9,4,2,11,8,0,1,4,4,5,3,8,35,989,353,197,1237,False
CWE-476_CVE-2019-12881_0_vuln.cpg,1382,5577,0.0029221258950549688,8.070911722141824,10,0,9,9,4,2,11,8,0,1,4,4,5,3,8,35,909,309,158,1191,False
CWE-125_CVE-2022-48502_1_vuln.cpg,1308,4971,0.002907772544450138,7.60091743119266,11,0,10,9,4,2,11,8,1,1,4,4,5,3,8,36,788,254,105,1118,False
CWE-119_CVE-2013-1772_0_vuln.cpg,1468,6142,0.002852027065931882,8.367847411444142,16,3,12,10,4,2,12,11,0,1,4,4,5,3,8,40,1049,346,229,1276,False
CWE-416_CVE-2019-15214_0_vuln.cpg,1290,5246,0.0031549004396172744,8.133333333333333,7,2,4,9,4,2,11,8,0,1,7,4,5,3,8,38,839,290,173,1103,False
CWE-416_CVE-2014-4653_3_vuln.cpg,1312,5219,0.003034245874495358,7.9557926829268295,8,1,6,9,5,2,11,8,2,1,4,4,5,4,9,38,829,281,175,1125,False
CWE-787_CVE-2023-6931_1_vuln.cpg,1051,3341,0.003027502152145349,6.357754519505233,1,0,0,9,4,2,11,8,1,1,4,4,5,3,8,36,459,122,0,867,False
CWE-125_CVE-2017-9984_1_vuln.cpg,1210,4541,0.003104129497091374,7.505785123966942,4,1,2,9,4,3,11,8,3,1,4,4,5,3,8,38,708,224,82,1024,False
CWE-476_CVE-2022-23222_4_vuln.cpg,1910,12218,0.0033508950438677085,12.79371727748691,35,4,30,9,4,2,11,8,0,1,4,4,5,3,8,35,3711,768,565,1718,False
CWE-264_CVE-2016-6786_8_vuln.cpg,1000,3087,0.00309009009009009,6.174,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,408,103,0,818,False
CWE-401_CVE-2023-0597_1_vuln.cpg,1153,4135,0.0031131047027079116,7.172593235039028,7,0,6,9,4,2,11,8,0,1,4,4,5,3,8,35,638,188,67,965,False
CWE-119_CVE-2022-3640_0_vuln.cpg,1263,4742,0.0029750813410577537,7.50910530482977,10,0,9,9,4,2,11,8,1,1,4,4,5,3,8,36,740,242,134,1077,False
CWE-362_CVE-2015-8839_9_vuln.cpg,1649,7661,0.0028190812908087865,9.291691934505762,17,0,16,9,4,2,11,8,4,1,4,4,6,3,9,39,1491,454,333,1461,False
CWE-416_CVE-2022-1976_2_vuln.cpg,1370,5750,0.0030658000671810104,8.394160583941606,9,0,8,9,4,2,11,8,0,1,4,4,5,3,8,35,906,373,194,1181,False
CWE-416_CVE-2020-14381_0_vuln.cpg,1095,3610,0.003013531675473525,6.593607305936073,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,480,152,32,910,False
CWE-362_CVE-2023-31083_0_vuln.cpg,1196,4296,0.0030058353507507593,7.183946488294314,9,1,7,9,4,2,11,8,0,1,4,4,5,3,8,35,596,217,82,1009,False
CWE-200_CVE-2012-6537_0_vuln.cpg,1233,4934,0.00324806985390927,8.003244120032441,3,1,1,10,4,2,11,9,0,1,4,4,5,3,8,36,906,245,124,1043,False
CWE-125_CVE-2022-2785_1_vuln.cpg,1082,3508,0.002999208304763338,6.484288354898337,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,489,140,25,895,False
CWE-125_CVE-2019-15666_0_vuln.cpg,1207,4384,0.003011729532398763,7.264291632145816,8,0,7,9,4,2,11,8,0,1,4,4,5,3,8,35,589,235,110,1022,False
CWE-476_CVE-2017-9211_0_vuln.cpg,1193,4351,0.0030596544721164286,7.294216261525566,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,636,215,79,1004,False
CWE-119_CVE-2021-4204_0_vuln.cpg,1398,5725,0.0029313786030355257,8.190271816881259,12,1,10,9,4,2,11,8,0,1,4,4,5,3,8,35,941,323,175,1210,False
CWE-787_CVE-2020-14390_0_vuln.cpg,2258,15263,0.0029949143556136544,13.519043401240035,32,0,31,10,4,2,11,8,0,1,4,4,5,3,8,36,3808,1059,1193,2068,False
CWE-125_CVE-2019-15925_1_vuln.cpg,1342,5539,0.003077868574622893,8.2548435171386,8,2,5,9,4,2,11,8,0,1,4,4,5,3,8,35,897,308,158,1156,False
CWE-416_CVE-2019-2213_0_vuln.cpg,1063,3406,0.0030170802529174263,6.408278457196613,2,0,1,9,6,2,11,8,0,1,4,4,5,5,10,37,464,128,9,878,False
CWE-125_CVE-2020-0430_1_vuln.cpg,1609,7622,0.0029459600691384594,9.474207582349285,28,0,27,9,4,2,11,8,0,1,4,4,5,3,8,35,1377,482,389,1419,False
CWE-200_CVE-2018-19854_3_vuln.cpg,1118,3765,0.0030148798131975664,6.735241502683363,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,547,160,7,933,False
CWE-416_CVE-2016-3841_2_vuln.cpg,1867,9475,0.002719714153019299,10.149973219068023,21,0,20,9,4,2,11,8,0,1,8,4,5,3,8,39,1671,647,542,1666,False
CWE-416_CVE-2018-10876_2_vuln.cpg,1459,5925,0.0027853228294931138,8.12200137080192,10,0,9,9,4,2,11,8,2,1,4,4,5,3,8,37,999,321,194,1267,False
CWE-787_CVE-2020-10742_1_vuln.cpg,1483,6564,0.0029866148331563385,8.852326365475388,14,0,13,9,4,2,12,9,6,1,6,4,5,3,8,44,1212,384,231,1293,False
CWE-476_CVE-2020-27675_0_vuln.cpg,1122,3696,0.0029385527627643388,6.588235294117647,3,0,2,9,6,2,11,8,0,1,4,4,5,5,10,37,523,148,24,935,False
CWE-476_CVE-2018-19406_0_vuln.cpg,1372,5689,0.0030244357824405163,8.293002915451895,7,0,6,9,4,2,14,8,2,1,4,4,5,3,8,38,944,323,147,1184,False
CWE-787_CVE-2021-42739_1_vuln.cpg,1810,10815,0.003303006147897712,11.950276243093922,14,1,12,9,4,2,11,8,1,1,4,4,5,3,8,36,2781,729,357,1621,False
CWE-416_CVE-2023-3610_2_vuln.cpg,1308,5155,0.003015402829740588,7.882262996941896,7,0,6,9,4,2,11,8,0,1,4,4,5,3,8,35,860,271,136,1116,False
CWE-416_CVE-2023-3776_0_vuln.cpg,1254,4656,0.0029632231925675032,7.425837320574162,8,0,7,9,4,2,11,8,0,1,4,4,5,3,8,35,759,220,81,1063,False
CWE-416_CVE-2022-20409_2_vuln.cpg,1130,3809,0.0029856478832391417,6.741592920353982,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,553,158,32,944,False
CWE-416_CVE-2023-5633_16_vuln.cpg,1564,7073,0.0028933963638029694,9.044757033248082,10,1,8,9,4,3,11,8,1,1,4,6,5,3,8,38,1261,427,298,1368,False
CWE-119_CVE-2017-16534_0_vuln.cpg,1538,7259,0.003070765081183431,9.439531859557867,22,1,20,9,4,2,11,8,0,1,4,4,5,3,8,35,1304,473,407,1333,False
CWE-362_CVE-2021-44733_1_vuln.cpg,1041,3286,0.0030351732801300524,6.313160422670509,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,448,117,4,856,False
CWE-20_CVE-2013-7266_14_vuln.cpg,1489,6383,0.0028808935779949018,8.573539288112828,17,0,16,10,4,2,11,9,1,1,4,4,5,3,8,37,1091,366,245,1298,False
CWE-476_CVE-2021-3659_0_vuln.cpg,1360,5626,0.00304397697268753,8.273529411764706,10,2,7,9,7,2,11,8,0,1,4,4,5,6,11,38,901,307,270,1172,False
CWE-362_CVE-2017-6001_0_vuln.cpg,1000,3087,0.00309009009009009,6.174,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,408,103,0,818,False
CWE-20_CVE-2016-2549_1_vuln.cpg,1055,3342,0.003005476766459527,6.335545023696683,1,0,0,9,4,2,12,8,0,1,4,4,5,3,8,36,460,121,0,868,False
CWE-416_CVE-2023-5197_0_vuln.cpg,1577,6993,0.0028136859487106858,8.86873811033608,14,1,12,9,4,2,11,8,0,1,4,4,5,3,8,35,1244,413,272,1379,False
CWE-476_CVE-2019-15222_0_vuln.cpg,1124,3714,0.002942360162629966,6.608540925266904,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,545,147,5,937,False
CWE-119_CVE-2016-8658_0_vuln.cpg,2037,11179,0.002695467833296201,10.97594501718213,34,1,32,9,4,2,11,8,0,1,5,4,5,3,8,36,2269,785,592,1839,False
CWE-264_CVE-2012-2319_0_vuln.cpg,1465,6604,0.0030791323970980437,9.015699658703072,12,0,11,9,4,2,11,8,3,1,4,4,5,3,8,38,1309,380,211,1277,False
CWE-362_CVE-2017-1000405_2_vuln.cpg,1375,5363,0.0028386926028847424,7.800727272727273,11,0,10,9,4,2,12,8,1,1,4,4,5,3,8,37,882,289,119,1187,False
CWE-401_CVE-2019-18811_0_vuln.cpg,1328,5592,0.003173205255082122,8.421686746987952,8,1,6,9,4,2,11,8,0,1,4,4,5,3,8,35,1012,305,174,1141,False
CWE-362_CVE-2020-36557_1_vuln.cpg,1282,4827,0.0029392744796442913,7.530421216848674,7,0,6,9,4,2,11,8,0,1,4,4,5,3,8,35,727,247,113,1095,False
CWE-416_CVE-2020-8648_0_vuln.cpg,1287,4717,0.0028500098484546387,7.33022533022533,5,1,3,9,4,2,12,8,0,1,4,4,5,3,8,36,735,230,74,1098,False
CWE-416_CVE-2023-4207_0_vuln.cpg,1626,7727,0.002924401551707825,9.504305043050431,17,1,15,9,4,2,11,8,0,1,5,4,5,3,8,36,1467,479,328,1429,False
CWE-787_CVE-2017-7294_0_vuln.cpg,2003,10962,0.002733661745144521,10.945581627558662,20,3,16,9,6,2,13,9,2,1,5,5,6,5,11,40,2100,762,714,1799,False
CWE-476_CVE-2023-2166_2_vuln.cpg,1097,3612,0.0030042118851013712,6.585232452142206,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,532,139,20,911,False
CWE-20_CVE-2013-2897_1_vuln.cpg,1212,4433,0.0030203061594351014,7.315181518151816,6,1,4,9,4,2,11,8,0,1,4,4,5,3,8,35,616,225,101,1023,False
CWE-200_CVE-2017-15537_1_vuln.cpg,1251,4600,0.002941646682653877,7.354116706634692,6,0,5,9,4,2,11,8,1,1,4,4,5,3,8,36,722,219,82,1063,False
CWE-119_CVE-2016-7042_0_vuln.cpg,1610,7412,0.002861234747094179,9.207453416149068,11,0,10,10,4,2,14,9,3,1,4,4,5,3,8,40,1564,435,199,1419,False
CWE-401_CVE-2019-19051_0_vuln.cpg,1401,5845,0.0029800142755174873,8.344039971448964,8,1,6,9,4,2,11,8,0,1,4,4,5,3,8,35,998,334,157,1211,False
